,code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
0,603999,读者传媒,2.718,5.29,5.14,5.35,5.1,5.15,10021493.0,1.73984,52534980.0,40.382,1.794,304704.0,304704.0
1,603998,方盛制药,-3.651,4.75,4.8,4.9,4.71,4.93,947100.0,0.22274000000000002,4540259.0,33.929,1.955,207395.792,201968.442
2,603997,继峰股份,-2.105,7.44,7.63,7.63,7.41,7.6,681700.0,0.10821000000000001,5095643.0,16.174,2.618,475898.856,468720.0
3,603996,中新科技,-5.237,7.6,8.03,8.03,7.23,8.02,2207500.0,0.7354700000000001,16786648.0,15.51,1.452,228114.0,228114.0
4,603993,洛阳钼业,-3.125,3.72,3.83,3.83,3.62,3.84,47354701.0,0.26806,176741948.0,26.571,1.947,8034917.496876,6571667.400876
5,603991,至正股份,-2.845,17.76,18.21,18.49,17.53,18.28,196100.0,0.47737,3523794.0,32.889,2.781,132374.156448,72956.158368
6,603990,麦迪科技,-0.428,32.58,32.73,32.98,32.27,32.72,112600.0,0.18682,3657212.0,50.906,6.081,262708.27614,196366.176
7,603989,艾华集团,-3.654,17.93,18.6,18.6,17.63,18.61,1084400.0,0.27805,19487060.0,18.485,3.846,699273.051686,699273.051686
8,603988,中电电机,-4.461,9.21,9.53,9.7,9.07,9.64,1135646.0,0.48284000000000005,10574991.0,32.893,3.27,216619.2,216619.2
9,603987,康德莱,-0.654,6.08,6.12,6.23,5.92,6.12,1078840.0,0.40543,6613980.0,16.0,2.071,268498.272,161788.81824
10,603986,兆易创新,-1.674,68.73,68.27,69.48,66.88,69.9,4410441.0,2.12657,299140500.0,34.538,10.238,1956361.566024,1425440.811267
11,603985,恒润股份,-5.823,24.26,24.6,25.22,23.47,25.76,1931625.0,2.90208,47364383.0,19.17,2.358,252304.0,161474.56
12,603980,吉华集团,-1.868,12.08,12.32,12.32,11.94,12.31,1285123.0,0.52319,15578274.0,13.681000000000001,1.442,604000.0,296724.770304
13,603979,金诚信,-2.234,7.44,7.61,7.64,7.4,7.61,852260.0,0.14569000000000001,6391897.0,21.257,1.084,435240.0,435240.0
14,603978,深圳新星,-4.255,18.45,19.19,19.37,18.03,19.27,771210.0,1.05738,14322879.0,11.752,2.157,295200.0,134566.3296
15,603977,国泰集团,-1.939,7.08,7.21,7.22,7.0,7.22,684000.0,0.38874000000000003,4862513.0,22.839,2.239,276993.65784,124574.016
16,603976,正川股份,-4.785,17.71,18.32,18.5,16.74,18.6,3612451.0,9.432,63276441.0,19.462,2.757,267775.2,67829.190198
17,603970,中农立华,-3.706,15.07,15.4,15.4,14.65,15.65,2349840.0,2.9520600000000004,35211280.0,17.146,2.8689999999999998,241120.12056,119957.32056
18,603969,银龙股份,-2.198,4.45,4.57,4.59,4.4,4.55,3750376.0,0.44594000000000006,16807594.0,14.833,2.246,374245.0,374245.0
19,603968,醋化股份,-0.613,12.97,13.06,13.15,12.81,13.05,818465.0,0.40027,10624468.0,16.418,1.897,265210.56,265210.56
20,603966,法兰泰克,-2.186,8.95,9.03,9.15,8.85,9.15,592840.0,0.6375400000000001,5314398.0,21.829,2.149,188826.742,83225.24808
21,603963,大理药业,-7.119,11.22,11.8,11.9,10.9,12.08,2282091.0,2.98801,25725236.0,20.4,3.179,145860.0,85692.75
22,603960,克来机电,-1.639,26.41,26.72,26.72,25.97,26.85,150800.0,0.29107000000000005,3959216.0,51.784,7.662,357063.2,136826.058348
23,603959,百利科技,-2.532,15.4,16.09,16.09,15.1,15.8,1026618.0,0.6891900000000001,15904444.0,32.083,4.62,482944.0,229398.4
24,603958,哈森股份,-3.351,7.5,7.74,7.74,7.36,7.76,1106728.0,1.6768900000000002,8336736.0,89.713,1.5190000000000001,164929.9875,49499.247
25,603955,大千生态,-3.298,13.78,14.25,14.25,13.61,14.25,449735.0,0.6305900000000001,6252026.0,14.347,1.428,155851.8,98279.253514
26,603939,益丰药房,-2.198,44.05,45.04,45.18,43.53,45.04,660700.0,0.18216000000000002,29118096.0,50.984,4.727,1659830.45643,1597669.96849
27,603938,三孚股份,-3.19,17.6,18.06,18.07,17.32,18.18,880078.0,1.73289,15495320.0,16.147,2.552,264293.216,89384.416
28,603937,丽岛新材,-5.714,11.22,11.84,12.06,10.71,11.9,2520400.0,3.32251,28772276.0,19.345,1.815,234363.36,85112.976696
29,603936,博敏电子,-3.53,14.21,14.6,14.74,14.09,14.73,863100.0,0.51575,12410336.0,36.436,1.45,319763.857245,237804.35
30,603933,睿能科技,-5.926,16.51,17.55,17.55,16.01,17.55,934780.0,2.60109,15702942.0,10.495,2.278,237311.438,59333.638
31,603929,亚翔集成,-5.964,14.19,14.95,14.99,13.58,15.09,2083827.0,2.15806,29966213.0,23.65,2.805,302757.84,137018.64
32,603928,兴业股份,-3.065,12.65,13.24,13.24,12.51,13.05,1053000.0,1.67751,13417265.0,18.881,2.122,255024.0,79405.9475
33,603926,铁流股份,-2.626,14.09,14.36,14.48,13.87,14.47,243000.0,0.37331000000000003,3427101.0,13.814,1.574,174208.76,91715.363498
34,603922,金鸿顺,0.495,16.24,16.42,16.85,16.05,16.16,1037700.0,3.24281,16975722.0,18.667,1.8399999999999999,207872.0,51968.0
35,603920,世运电路,-2.913,11.33,11.69,11.76,11.17,11.67,1360400.0,1.06107,15568400.0,23.122,1.9580000000000002,463739.166,145261.950394
36,603919,金徽酒,-3.112,11.52,11.84,11.94,11.41,11.89,704860.0,0.6084900000000001,8178313.0,16.696,2.206,419328.0,133445.8944
37,603918,金桥信息,-2.881,11.46,11.85,11.88,11.27,11.8,581200.0,0.32924000000000003,6690685.0,57.3,3.817,205724.19,202298.796
38,603917,合力科技,-5.15,11.05,11.46,11.65,10.9,11.65,1905491.0,2.37421,21343569.0,11.667,1.967,173264.0,88684.99276
39,603916,苏博特,-1.964,11.48,11.64,11.75,11.29,11.71,893000.0,0.69252,10271560.0,20.14,1.744,355087.88,148034.6
40,603912,佳力图,-6.346,12.25,12.97,13.08,11.8,13.08,2140660.0,1.98577,26474854.0,17.5,3.854,258090.35,132055.0
41,603909,合诚股份,-0.968,26.61,26.88,26.88,24.18,26.87,484600.0,1.9384000000000001,12278424.0,42.761,4.116,272752.5,66525.0
42,603908,牧高笛,-3.372,21.78,22.75,22.82,21.61,22.54,132300.0,0.57399,2919300.0,27.225,3.195,145250.82,50201.38629
43,603906,龙蟠科技,-4.23,8.15,8.5,8.55,8.05,8.51,1323820.0,1.4185,10898796.0,18.523,1.647,207062.16,76060.2336
44,603903,中持股份,-1.735,20.39,20.5,20.97,19.91,20.75,1186200.0,1.5998800000000002,24163786.0,31.369,2.7119999999999997,210620.544,151177.324164
45,603901,永创智能,-1.644,6.58,6.6,6.68,6.49,6.69,1317858.0,0.71623,8661488.0,41.125,2.226,289117.979108,121072.0
46,603900,莱绅通灵,-3.997,11.77,12.26,12.26,11.58,12.26,1107578.0,1.30122,13108308.0,12.858,1.666,400737.70968,100184.42742
47,603899,晨光文具,-0.197,30.35,30.45,30.96,29.41,30.41,1039310.0,0.11297000000000001,31741189.0,44.037,8.648,2792200.0,2792200.0
48,603898,好莱客,-1.379,16.45,16.76,16.76,16.1,16.68,951036.0,0.87577,15548739.0,14.304,2.3,526530.42547,178638.42297
49,603897,长城科技,-4.808,21.78,22.58,22.78,20.59,22.88,1664596.0,3.7322800000000003,36187668.0,16.376,2.366,388555.2,97138.8
50,603896,寿仙谷,-1.723,26.23,26.65,26.89,25.91,26.69,473033.0,0.77475,12438951.0,36.944,4.074,375966.6558,160151.1995
51,603895,天永智能,-3.277,25.09,25.8,26.06,24.68,25.94,945218.0,2.88465,23945526.0,23.427,4.2,271172.72,82212.75426
52,603890,春秋电子,-4.041,11.16,11.63,11.68,11.01,11.63,1350940.0,1.39586,15220314.0,7.154,1.537,214048.8,108008.712
53,603889,新澳股份,-0.784,8.86,8.93,8.96,8.8,8.93,305295.0,0.07755000000000001,2705579.0,15.017,1.5190000000000001,348774.846248,348774.846248
54,603888,新华网,-0.921,13.98,13.9,14.38,13.81,14.11,6445200.0,3.65229,90924578.0,25.418,2.615,725603.04528,246705.03204
55,603887,城地股份,-2.261,13.83,14.15,14.24,13.64,14.15,315626.0,0.38043000000000005,4398776.0,20.642,2.4130000000000003,199428.6,114742.69716
56,603886,元祖股份,-8.431,18.03,19.28,19.33,17.75,19.69,1992534.0,1.64388,36583677.0,21.212,3.182,432720.0,218539.827
57,603885,吉祥航空,-1.042,12.35,12.44,12.63,12.23,12.48,3845174.0,0.21398000000000003,47716830.0,16.689,2.295,2219311.644095,2219311.644095
58,603883,老百姓,0.043,46.34,46.47,46.94,45.97,46.32,502501.0,0.1882,23300841.0,33.58,4.497,1320436.362644,1237278.0
59,603882,金域医学,-0.275,21.74,21.97,21.98,21.36,21.8,263164.0,0.09411000000000001,5716571.0,47.261,5.441,995441.070398,607935.986032
60,603881,数据港,-3.551,26.62,27.39,27.53,26.08,27.6,1262000.0,0.9871400000000001,33793435.0,47.536,5.868,560581.284296,340322.213396
61,603880,南卫股份,-3.442,11.22,11.63,11.73,11.02,11.62,936860.0,1.4775200000000002,10540169.0,19.684,2.56,145860.0,71143.215
62,603879,永悦科技,-3.326,9.3,9.62,9.62,9.2,9.62,1108300.0,1.36827,10386311.0,25.833,2.505,133920.0,75330.0
63,603878,武进不锈,-1.985,11.85,12.09,12.09,11.69,12.09,763087.0,0.75546,9076899.0,18.81,1.141,242295.528,119696.98035
64,603877,太平鸟,-3.746,16.7,17.35,17.43,16.58,17.35,665600.0,0.33198000000000005,11249303.0,17.216,2.443,802868.031,334824.6293
65,603876,鼎胜新材,-6.217,17.5,18.75,18.98,16.79,18.66,3382973.0,5.20457,60289668.0,23.333,2.291,752500.0,113750.0
66,603871,嘉友国际,-2.552,35.51,36.46,36.5,35.19,36.44,558000.0,1.99286,19963832.0,10.332,2.598,397712.0,99428.0
67,603869,新智认知,-2.442,15.58,15.94,16.03,15.44,15.97,905960.0,0.33791000000000004,14233788.0,20.234,1.432,543440.165544,417708.231896
68,603868,飞科电器,-2.125,37.3,38.22,38.28,36.81,38.11,466440.0,1.06982,17428970.0,19.427,6.834,1624788.0,162628.0
69,603866,桃李面包,1.79,50.6,49.6,51.4,48.7,49.71,329658.0,0.07005,16755158.0,44.386,7.345,2381367.56,2381367.56
70,603861,白云电器,-4.793,10.33,10.89,10.89,10.01,10.85,1551900.0,1.28166,16136146.0,27.27,2.019,457351.089384,125081.127296
71,603860,中公高科,-5.215,22.9,24.42,24.42,22.68,24.16,287800.0,1.19024,6651695.0,27.927,2.706,152697.2,55372.2
72,603859,能科股份,-0.214,18.63,18.64,18.78,18.11,18.67,407500.0,0.8168000000000001,7522031.0,55.463,3.124,211562.28,92945.07
73,603858,步长制药,-1.566,23.89,24.28,24.39,23.72,24.27,2489947.0,0.5842400000000001,59864433.0,9.944,1.597,2117466.26,1018157.508294
74,603856,东宏股份,-7.072,10.25,11.0,11.1,10.17,11.03,5954199.0,6.51237,61692941.0,13.141,1.7269999999999999,262824.965,93714.725
75,603855,华荣股份,-0.248,8.04,8.12,8.14,7.96,8.06,413700.0,0.20527,3336273.0,18.698,1.8250000000000002,266180.28,162038.16
76,603848,好太太,-1.758,16.21,16.5,16.58,15.98,16.5,1372143.0,1.9297400000000002,22341137.0,28.439,5.392,650021.0,115261.205
77,603843,正平股份,-6.186,7.28,7.76,7.76,7.02,7.76,3614933.0,1.87461,26529130.0,60.667,2.199,291202.184,140384.850424
78,603839,安正时尚,-6.654,9.68,10.37,10.37,9.35,10.37,3050065.0,2.89067,29843581.0,9.68,1.442,391349.9128,102137.76496
79,603838,四通股份,-4.815,7.71,8.01,8.06,7.68,8.1,1600800.0,0.6002700000000001,12512733.0,48.188,2.8200000000000003,205610.28,205610.28
80,603833,欧派家居,-0.854,91.74,92.89,92.9,90.01,92.53,293222.0,0.31835,26721087.0,28.579,5.365,3854837.288874,845000.103882
81,603829,洛凯股份,-3.086,9.42,9.62,9.68,9.33,9.72,671977.0,0.92815,6370074.0,22.429,2.402,150720.0,68200.8
82,603828,柯利达,-1.337,8.12,8.23,8.24,7.98,8.23,1078035.0,0.25594,8707110.0,47.765,3.108,348587.489656,342014.4
83,603826,坤彩科技,1.204,15.13,14.98,15.26,14.82,14.95,1471040.0,0.7764500000000001,22109757.0,42.31,5.635,708084.0,286649.306436
84,603825,华扬联众,-3.872,12.66,13.16,13.18,12.12,13.17,1353061.0,1.46458,17101568.0,13.613,2.346,291309.98022,116959.892346
85,603823,百合花,-2.6,16.11,16.6,16.6,16.06,16.54,868048.0,1.2340200000000001,14067899.0,27.305,2.626,362475.0,113322.867813
86,603822,嘉澳环保,2.424,29.15,28.92,31.1,28.47,28.46,1300200.0,3.20207,38366355.0,41.936,3.021,213829.635525,118363.385525
87,603819,神力股份,-1.216,16.25,16.41,16.41,15.9,16.45,553400.0,0.98645,8957488.0,62.5,2.5700000000000003,196332.5,91162.5
88,603818,曲美家居,-2.53,6.55,6.7,6.71,6.35,6.72,1160800.0,0.23978000000000002,7586075.0,12.843,1.9500000000000002,321834.25,317098.6
89,603817,海峡环保,-3.746,5.91,6.18,6.18,5.86,6.14,955700.0,0.5309400000000001,5730466.0,25.64,1.7930000000000001,265950.0,106380.0
90,603816,顾家家居,0.08,49.85,49.8,50.45,49.18,49.81,372304.0,0.41785000000000005,18540113.0,25.05,5.036,2144626.76,444163.5
91,603813,原尚股份,-6.484,17.02,18.12,18.14,16.55,18.2,636494.0,1.35974,11059302.0,23.639,2.49,152414.1,79670.62
92,603811,诚意药业,-0.691,15.81,16.0,16.0,15.53,15.92,509440.0,0.6347200000000001,8014710.0,18.172,2.12,188581.68,126894.222
93,603810,丰山集团,-3.672,38.3,39.45,39.52,37.62,39.76,1414008.0,7.07004,54236656.0,21.517,2.8810000000000002,306400.0,76600.0
94,603809,豪能股份,-2.232,14.89,15.23,15.38,14.71,15.23,538940.0,0.6556900000000001,8085705.0,8.168,1.4849999999999999,222364.282,122386.866
95,603808,歌力思,-1.307,15.1,15.34,15.48,15.03,15.3,766752.0,0.23245000000000002,11645103.0,16.593,2.142,508874.47715,498077.97715
96,603806,福斯特,-0.794,28.74,29.26,29.3,28.38,28.97,573190.0,0.10968000000000001,16517173.0,19.685,2.915,1501952.4,1501952.4
97,603803,瑞斯康达,-2.317,10.12,10.38,10.45,9.97,10.36,2837400.0,1.29095,28805763.0,20.24,1.75,426108.223684,222429.050624
98,603801,志邦家居,-3.098,24.71,25.48,25.48,24.14,25.5,921267.0,1.10696,22930135.0,14.77,2.187,395360.0,205649.624873
99,603800,道森股份,-3.636,11.13,11.51,11.52,10.9,11.55,1145144.0,0.5505500000000001,12787332.0,79.161,2.375,231504.0,231504.0
100,603799,华友钴业,-6.322,26.97,28.75,28.75,25.92,28.79,18555761.0,2.26323,504587069.0,8.428,2.782,2237828.427645,2211219.574824
101,603798,康普顿,-6.562,9.54,10.22,10.22,9.44,10.21,763800.0,0.8943800000000001,7464999.0,15.9,2.196,190800.0,81471.6
102,603797,联泰环保,-1.579,11.84,12.0,12.12,11.77,12.03,404100.0,0.7575900000000001,4815814.0,35.879,2.392,252594.56,63154.56
103,603790,雅运股份,-6.043,20.68,21.75,21.94,20.22,22.01,3746788.0,10.18149,78213958.0,20.078,2.958,304409.6,76102.4
104,603789,星光农机,-2.044,12.46,12.71,12.71,12.35,12.72,1011540.0,0.38905,12638433.0,128.986,2.964,323960.0,323960.0
105,603788,宁波高发,-3.635,14.05,14.3,14.5,13.91,14.58,1562300.0,0.67898,22140737.0,8.836,1.71,323282.349595,323282.349595
106,603787,新日股份,-3.463,9.2,9.58,9.58,8.58,9.53,1397590.0,1.9714900000000002,12880654.0,23.59,1.9929999999999999,187680.0,65218.8
107,603779,威龙股份,-1.154,12.85,12.99,13.0,12.6,13.0,346900.0,0.33606,4431971.0,41.452,2.104,295096.0352,132644.930695
108,603778,乾景园林,-2.309,4.23,4.33,4.33,4.19,4.33,1243807.0,0.24876,5272616.0,23.5,2.055,211500.0,211500.0
109,603777,来伊份,-0.714,11.12,11.06,11.49,10.72,11.2,3318660.0,2.99987,36935225.0,26.476,2.041,378921.07232,123017.121696
110,603776,永安行,-6.944,20.1,21.05,21.46,19.71,21.6,2347791.0,2.72565,47979391.0,3.111,1.625,270144.0,173135.27955
111,603773,沃格光电,-4.762,41.2,42.81,43.21,40.0,43.26,752500.0,3.18197,31301128.0,14.061,2.375,389733.69072,97433.42268
112,603768,常青股份,-2.679,13.08,13.4,13.41,12.93,13.44,729300.0,1.04,9559716.0,19.522,1.58,266832.0,91723.5
113,603767,中马传动,-4.13,6.5,6.78,6.78,6.4,6.78,1262630.0,1.33276,8282975.0,15.476,1.381,194121.2,61579.7
114,603766,隆鑫通用,-3.922,4.41,4.57,4.59,4.36,4.59,5421476.0,0.26652000000000003,24039092.0,9.587,1.468,905611.95585,897062.86215
115,603758,秦安股份,-3.704,5.72,5.9,5.91,5.66,5.94,491100.0,0.36787000000000003,2838222.0,12.711,1.052,250991.912028,76361.35936
116,603757,大元泵业,-2.906,19.38,20.05,20.05,19.08,19.96,558238.0,1.59497,10902763.0,7.721,2.318,227366.16,67830.0
117,603739,蔚蓝生物,6.423,33.47,31.94,33.9,31.94,31.45,24150451.0,62.45752,790139768.0,45.23,7.454,517670.449,129418.449
118,603738,泰晶科技,-3.784,11.95,12.42,12.44,11.51,12.42,893657.0,1.52071,10702758.0,20.965,3.138,189677.188795,70224.988795
119,603737,三棵树,-0.94,37.92,37.94,38.29,36.51,38.28,327004.0,0.7564000000000001,12319828.0,21.545,4.141,504824.84568,163934.94768
120,603733,仙鹤股份,-3.726,14.47,15.01,15.08,14.03,15.03,2456938.0,3.9628,35614063.0,19.822,2.773,885564.0,89714.0
121,603730,岱美股份,0.573,21.08,21.03,21.46,20.88,20.96,450767.0,0.5553600000000001,9540896.0,13.778,2.566,864922.94,171098.904004
122,603729,龙韵股份,-5.567,13.74,14.55,14.55,13.54,14.55,1168840.0,1.25227,16255351.0,22.161,1.479,128246.412,128246.412
123,603728,鸣志电器,-1.325,13.4,13.5,13.58,13.33,13.58,431680.0,0.24561000000000002,5800651.0,23.143,3.081,557440.0,235518.4
124,603727,博迈科,-2.674,12.01,12.38,12.38,11.89,12.34,583000.0,0.61453,7042050.0,25.553,1.189,281208.145,113938.87
125,603726,朗迪集团,2.839,17.39,16.78,17.67,16.61,16.91,2033393.0,6.13355,34836028.0,14.492,2.6630000000000003,230605.312,57651.328
126,603725,天安新材,-3.69,10.18,10.59,10.6,10.1,10.57,571000.0,0.60762,5879234.0,22.622,1.847,149320.24,95664.843832
127,603722,阿科力,-7.004,19.65,21.18,21.33,19.02,21.13,912800.0,2.2411,18239876.0,26.918,3.293,170365.5,80034.45
128,603721,中广天择,-0.371,16.11,16.1,16.19,15.61,16.17,1007060.0,2.12702,15974105.0,21.197,3.036,161100.0,76274.563878
129,603718,海利生物,5.373,12.16,11.41,12.17,11.4,11.54,3305766.0,0.51332,39103114.0,67.556,7.247,783104.0,783104.0
130,603717,天域生态,-2.838,8.56,8.69,8.84,8.5,8.81,912540.0,0.7475,7899909.0,11.424,1.5779999999999998,206977.58144,104500.00064
131,603716,塞力斯,-2.352,16.19,16.56,16.57,16.07,16.58,426150.0,0.44341,6946096.0,12.265,2.143,332127.664871,155596.436452
132,603713,密尔克卫,0.031,31.77,31.4,32.09,30.11,31.76,2017104.0,5.29146,63048550.0,43.408,3.936,484409.847168,121107.24
133,603712,七一二,-5.0,15.77,16.73,16.73,14.94,16.6,3775500.0,3.7755,59686556.0,54.379,5.784,1217444.0,157700.0
134,603711,香飘飘,-1.88,19.83,20.21,20.36,19.78,20.21,457164.0,0.9874400000000001,9121988.0,26.797,4.023,831571.05,91808.45808
135,603709,中源家居,-1.028,25.99,26.3,26.5,25.6,26.26,736400.0,3.682,19252915.0,18.833,3.691,207920.0,51980.0
136,603708,家家悦,-0.373,21.38,21.45,21.74,21.26,21.46,689330.0,0.43915000000000004,14822603.0,32.394,3.86,1000584.0,335603.782062
137,603707,健友股份,0.099,20.21,20.78,20.8,19.73,20.19,887780.0,0.31194000000000005,17971873.0,24.855,4.808,1116452.7439,575184.80526
138,603706,东方环宇,-4.738,24.53,25.6,25.89,23.96,25.75,1909904.0,4.774760000000001,47428047.0,30.663,3.644,392480.0,98120.0
139,603703,盛洋科技,1.011,8.99,8.8,8.99,8.78,8.9,1040585.0,0.9551000000000001,9224383.0,81.727,3.965,206500.3,97946.05
140,603701,德宏股份,-5.796,10.89,11.67,11.67,10.73,11.56,1151734.0,1.6190600000000002,12704400.0,16.015,2.354,159054.5484,77467.104
141,603700,宁波水表,-3.361,29.62,28.9,30.1,28.51,30.65,7744915.0,19.81303,227691541.0,28.481,7.295,463079.08,115784.58
142,603699,纽威股份,-1.426,11.06,11.17,11.26,11.0,11.22,1115100.0,0.14868,12440288.0,39.5,3.114,829500.0,829500.0
143,603698,航天工程,-1.874,14.14,14.48,14.48,14.02,14.41,528800.0,0.12826,7504750.0,30.085,2.232,582992.2,582992.2
144,603696,安记食品,-3.5,9.65,10.15,10.15,9.38,10.0,1012220.0,0.6025100000000001,9854715.0,28.382,2.194,162120.0,162120.0
145,603693,江苏新能,-5.443,13.55,14.23,14.23,13.1,14.33,5975476.0,5.06396,81448606.0,21.855,1.839,837390.0,159890.0
146,603690,至纯科技,-3.59,15.04,15.4,15.4,14.8,15.6,1651543.0,1.79173,24858991.0,63.193,7.327,317253.76,138632.704
147,603689,皖天然气,-1.776,10.51,10.61,10.72,10.44,10.7,880100.0,0.5258700000000001,9280712.0,27.658,1.796,353136.0,175897.0416
148,603688,石英股份,-2.757,12.7,13.02,13.02,12.56,13.06,2030002.0,0.6026900000000001,25848695.0,39.688,3.1310000000000002,428366.682,427768.893
149,603686,龙马环卫,-2.919,10.31,10.62,10.62,10.12,10.62,2211269.0,0.7447900000000001,22744591.0,10.629,1.351,308274.108605,306100.760605
150,603685,晨丰科技,-3.564,13.8,14.43,14.43,13.22,14.31,513691.0,1.1622,7152112.0,9.517,1.916,179400.0,60996.0
151,603683,晶华新材,-3.466,13.37,13.84,13.86,13.15,13.85,680786.0,1.53089,9246867.0,32.61,2.164,169357.79,59456.39
152,603680,今创集团,-3.562,14.89,15.25,15.43,14.53,15.44,991561.0,1.68633,14883655.0,9.365,2.4939999999999998,906257.515,87553.2
153,603679,华体科技,-3.19,21.85,22.22,22.4,21.71,22.57,283500.0,0.7054800000000001,6214817.0,36.158,3.949,220663.15,87804.572415
154,603678,火炬电子,-3.681,15.7,16.27,16.3,15.3,16.3,3289320.0,0.7287300000000001,51423312.0,30.192,2.613,710685.5415,708660.2415
155,603677,奇精机械,-2.205,13.75,13.94,14.19,13.01,14.06,512160.0,0.8970600000000001,7050300.0,18.333,2.852,269706.745,78503.4635
156,603676,卫信康,-4.55,10.28,10.81,10.81,10.11,10.77,1004200.0,1.50644,10418081.0,39.538,4.893,434844.0,68526.97344
157,603669,灵康药业,-3.516,9.88,10.36,10.36,9.78,10.24,520494.0,0.14299,5195324.0,15.935,2.642,359632.0,359632.0
158,603668,天马科技,-3.439,7.02,7.22,7.29,6.54,7.27,903730.0,0.48593000000000003,6307882.0,22.645,2.351,210350.229804,130556.715354
159,603667,五洲新春,-3.879,7.93,8.29,8.29,7.43,8.25,1307222.0,1.15187,10276616.0,16.184,1.691,208654.16,89995.147385
160,603666,亿嘉和,-4.043,44.15,45.91,46.18,43.8,46.01,1106800.0,4.50625,49401733.0,16.718,3.441,433754.63305,108438.8459
161,603665,康隆达,-3.151,28.58,29.5,29.5,28.5,29.51,110985.0,0.29778000000000004,3194086.0,37.117,2.8970000000000002,285800.0,106520.043572
162,603663,三祥新材,-2.173,18.46,18.88,18.88,18.37,18.87,446200.0,0.9093700000000001,8266856.0,46.15,4.827,250518.814,90577.4974
163,603661,恒林股份,-3.068,29.38,30.31,30.31,29.21,30.31,329446.0,1.1459,9781029.0,13.665,1.324,293800.0,84467.5
164,603660,苏州科达,-1.931,19.3,19.68,19.68,19.02,19.68,1025280.0,0.43165000000000003,19688449.0,17.819,4.517,694977.367,458424.39449
165,603659,璞泰来,-1.325,46.16,46.81,47.04,45.52,46.78,307900.0,0.15944000000000003,14303324.0,38.79,7.286,2006554.428,891438.074872
166,603658,安图生物,-1.022,50.38,50.21,51.49,49.95,50.9,314200.0,0.23012000000000002,15883095.0,47.528,11.907,2115960.0,687877.4364
167,603657,春光科技,-5.428,28.4,29.73,30.0,27.34,30.03,1884751.0,7.85313,54074695.0,23.279,3.343,272640.0,68160.0
168,603656,泰禾光电,-2.808,14.19,14.56,14.67,14.02,14.6,348280.0,0.54993,4978827.0,16.125,2.436,211262.9904,89866.870632
169,603655,朗博科技,-4.678,13.45,14.0,14.36,13.22,14.11,925800.0,2.72294,12651486.0,30.568,3.008,142570.0,45730.0
170,603650,彤程新材,-2.799,19.1,19.64,19.64,18.81,19.65,1990476.0,3.38516,38069887.0,31.833,5.144,1119236.125,112308.0
171,603648,畅联股份,-3.831,9.79,10.09,10.35,9.51,10.18,1611500.0,0.58989,15970057.0,21.113,2.236,360924.6993,267450.274674
172,603639,海利尔,0.365,27.5,27.6,28.05,27.2,27.4,909118.0,1.6741100000000002,25161908.0,11.317,2.449,465849.615,149337.22375
173,603638,艾迪精密,-1.716,24.06,24.77,24.77,23.77,24.48,253400.0,0.29818,6113532.0,29.682,6.445,626714.88,204465.76569
174,603637,镇海股份,-0.204,14.67,14.87,14.87,14.46,14.7,364158.0,0.8424900000000001,5358704.0,43.147,3.45,255297.023667,63409.530249
175,603636,南威软件,-2.172,9.46,9.61,9.74,9.36,9.67,2436697.0,0.46444,23221953.0,37.84,2.967,498243.510512,496318.612416
176,603633,徕木股份,-4.15,9.47,9.78,9.81,9.25,9.88,807210.0,0.74777,7691554.0,23.098,2.043,148162.885,102227.648074
177,603630,拉芳家化,-3.566,13.25,13.85,13.85,13.03,13.74,725580.0,0.8925500000000001,9670782.0,15.774000000000001,1.6560000000000001,300404.0,107713.60925
178,603629,利通电子,-2.715,35.47,36.38,36.39,32.84,36.46,3125085.0,12.50034,110027083.0,30.316,5.284,354700.0,88675.0
179,603628,清源股份,-3.882,7.18,7.45,7.45,7.08,7.47,1855777.0,2.08984,13412717.0,39.889,2.107,196588.4,63758.4
180,603626,科森科技,-2.61,7.09,7.25,7.25,6.88,7.28,2756821.0,1.7436500000000001,19410555.0,9.09,1.683,294643.949073,112097.672988
181,603619,中曼石油,-6.048,13.67,14.6,14.6,13.33,14.55,2666997.0,1.8608500000000001,36930678.0,12.896,2.252,546800.1367,195920.646338
182,603618,杭电股份,-3.647,5.02,5.2,5.23,4.93,5.21,2811250.0,0.40927,14215646.0,33.467,1.592,344817.269482,344817.269482
183,603617,君禾股份,-2.679,16.35,16.78,16.82,16.11,16.8,562092.0,1.84674,9228934.0,24.773,3.2720000000000002,166498.59,49764.495
184,603616,韩建河山,-2.762,10.21,10.43,10.45,10.05,10.5,2296357.0,0.78278,23433722.0,-50.52,3.8280000000000003,299520.56,299520.56
185,603615,茶花股份,-2.194,8.47,8.85,8.85,8.39,8.66,675800.0,0.9027200000000001,5762078.0,20.659,1.522,203280.0,63408.440095
186,603612,索通发展,-0.169,11.8,11.74,11.99,11.6,11.82,2729778.0,1.5261900000000002,32148872.0,4.436,1.675,401482.0908,211057.3134
187,603611,诺力股份,-2.806,14.2,14.58,14.71,14.06,14.61,1837286.0,0.8117800000000001,26283233.0,16.512,2.303,380099.71268,321387.038
188,603609,禾丰牧业,-2.774,7.71,7.96,7.96,7.65,7.93,1748414.0,0.21035,13579444.0,13.526,1.729,652074.382599,640837.057599
